"code","yr","mark","ringno","status"
"21LBP",2020,"NRC","867","0"
"21LBP",2020,"NRC","868","0"
"21LBP",2020,"NRC","870","0"
"21LBP",2020,"NRC","886","0"
"21QS1",2019,"NRC","2424","0"
"21QS1",2019,"NRC","1220","0"
"21QS1",2019,"NRC","1263","0"
"21QS1",2019,"NRC","2383","0"
"21QS1",2019,"NRC","2438","0"
"21QS1",2019,"NRC","2365","0"
"21QS1",2019,"NRC","1297","0"
"21QS1",2019,"LCP","888","0"
"21QS1",2020,"STRY","4166","0"
"21QS1",2013,"TRP","1627","0"
"21QS1",2019,"NRC","2435","0"
"21QS1",2019,"NRC","1269","0"
"21QS1",2019,"NRC","1241","0"
"21QS1",2001,"DDRPA","6558","0"
"21QS1",2018,"NRC","2845","0"
"21QS1",2017,"NRC","11","0"
"21QS1",2020,"NRC","809","0"
"21QS1",2017,"GCCLUB","970","0"
"21QS1",2020,"NRC","837","0"
"21QS1",2020,"NRC","820","0"
"21QS1",2020,"NRC","802","0"
"21QS1",2020,"NRC","831","0"
"21QS1",2020,"NRC","863","0"
"21QS1",2020,"NRC","812","0"
"21QS1",2020,"NRC","817","0"
"21QS1",2020,"NRC","806","0"
"21QS1",2020,"NRC","859","0"
"21QS1",2020,"NRC","2433","0"
"21QS1",2020,"NRC","2475","0"
"21QS1",2019,"NRC","2363","0"
"21QS1",2019,"NRC","2370","0"
"21QS1",2019,"QPF","554","0"
"21QS1",2018,"NRC","2416","0"
"21QS1",2017,"NRC","41","0"
"21QS1",2020,"NRC","2441","0"
"21QS1",2020,"NRC","844","0"
"21QS1",2020,"NRC","2443","0"
"21QS1",2017,"NRC","1718","0"
"21QS1",2017,"NRC","1688","0"
"21QS1",2019,"NRC","1237","0"
"21Q2A",2020,"NRC","806","0"
"21Q2A",2020,"NRC","866","0"
"21Q2A",2019,"NRC","1259","0"
"21Q2A",2020,"QPF","3814","0"
"21Q2A",2020,"NRC","900","0"
"21Q2A",2020,"NRC","2457","0"
"21Q2A",2020,"NRC","2463","0"
"21Q2A",2020,"NRC","821","0"
"21Q2A",2017,"GCCLUB","970","0"
"21Q2A",2020,"NRC","822","0"
"21Q2A",2020,"NRC","817","0"
"21Q2A",2020,"NRC","863","0"
"21Q2A",2018,"NRC","2416","0"
"21Q2A",2020,"NRC","807","0"
"21Q2A",2020,"NRC","2461","0"
"21Q2A",2020,"NRC","826","0"
"21Q2A",2020,"QPF","3989","0"
"21Q2A",2020,"NRC","2487","0"
"21Q2A",2020,"NRC","858","0"
"21Q2A",2020,"NRC","815","0"
"21Q2A",2016,"NRC","3747","0"
"21Q2A",2018,"NRC","2427","0"
"21Q2A",2020,"NRC","894","0"
"21Q2A",2020,"GRPA","369","0"
"21Q2A",2020,"NRC","862","0"
"21Q2A",2020,"NRC","814","0"
"21Q2A",2020,"NRC","2446","0"
"21Q2A",2020,"GRPA","312","0"
"21Q2A",2020,"GRPA","346","0"
"21Q2A",2020,"NRC","836","0"
"21SAL",2019,"GRPA","661","0"
"21SAL",2019,"GRPA","772","0"
"21SAL",2018,"NRC","1811","0"
"21SAL",2018,"NRC","1895","0"
"21SAL",2017,"NRC","55","0"
"21SAL",2017,"NRC","51","0"
"21SAL",2017,"NRC","45","0"
"21SAL",2017,"RRPC","0086","0"
"21SAL",2017,"GRPA","229","0"
"21SAL",2017,"CTN","1662","0"
"21SAL",2014,"GRPA","1065","0"
"21SAL",2012,"HIGHFIELDS","0858","0"
"21SAL",2013,"LM","6171","0"
"21SAL",2011,"LM","2654","0"
"22GCP",2021,"NRC","3017","0"
"22GCP",2021,"NRC","3047","0"
"22GCP",2021,"NRC","3049","0"
"22GCP",2021,"NRC","3056","0"
"22GCP",2021,"NRC","3058","0"
"22GCP",2021,"NRC","3064","0"
"22GCP",2021,"NRC","3055","0"
"22GCP",2021,"NRC","3066","0"
"22GCP",2021,"NRC","3068","0"
"22BUN",2021,"NRC","3077","0"
"22BUN",2021,"NRC","3051","0"
"22BUN",2021,"NRC","3067","0"
"22BUN",2021,"NRC","3069","0"
"22GCP",2021,"NRC","3071","0"
"22GCP",2021,"NRC","3116","0"
"22GCP",2021,"NRC","3103","0"
"22KC",2016,"SAMDPR","183","0"
"22KC",2020,"NRC","887","0"
"22KC",2013,"TOOWOOMBA","0899","0"
"22KC",2014,"TJ","1158","0"
"22KC",2014,"NJ","1318","0"
"22KC",2014,"SA","21518","0"
"22KC",2019,"NRC","2390","0"
"22KC",2018,"NRC","2393","0"
"22KC",2020,"NRC","2432","0"
"22KC",2019,"NRC","2440","0"
"22KC",2020,"NRC","2460","0"
"22KC",2020,"NRC","2468","0"
"22KC",2020,"SA","4996","0"
"22KC",2017,"QPF","3649","0"
"22KC",2016,"NRC","3741","0"
"22KC",2014,"AUST","3776","0"
"22KC",2015,"QPF","7050","0"
"22KC",2011,"APFA","9109","0"
"22KC",2013,"AUST","15807","0"
"22KC",2010,"NL","1016575","0"
"22KC",2020,"NRC","2476","0"
"22KC",2020,"NRC","2439","0"
"22SC",2017,"NRC","39","0"
"22SC",2017,"RRPC","0086","0"
"22KC",2019,"GRPA","661","0"
"22SC",2012,"HIGHFIELDS","0949","0"
"22SC",2017,"CTN","1662","0"
"22SC",2015,"AUST","2263","0"
"22SC",2014,"AUST","3625","0"
"22SC",2014,"AUST","3776","0"
"22SC",2015,"QPF","7088","0"
"22SC",2012,"QPF","8934","0"
"22SC",2011,"APFA","9146","0"
"22SC",2012,"SA","33120","0"
"22SC",2011,"GB N","58711","0"
"22SC",2011,"GB N","58719","0"
"22BP",2022,"NRC","525","0"
"22BP",2022,"NRC","521","0"
"22BP",2022,"NRC","540","0"
"22BP",2022,"NRC","839","0"
"22BP",2022,"NRC","104","0"
"22BP",2022,"QPF","9596","0"
"22BP",2022,"MOONAH","0217","0"
"22BPS",2022,"NRC","533","0"
"22BPS",2022,"NRC","522","0"
"23BOL",2022,"NRC","539","0"
"23BOL",2022,"NRC","524","0"
"22JR",2022,"SCPA","0088","0"
"22JR",2022,"SCPA","0089","0"
"22JR",2022,"SCPA","0090","0"
"22JR",2022,"SCPA","0097","0"
"22JR",2022,"SCPA","0098","0"
"22JR",2022,"NRC","582","0"
"22JR",2022,"SCPA","0094","0"
"22JR",2022,"SCPA","0096","0"
"22JR",2022,"NRC","555","0"
"23BOL",2022,"NRC","547","0"
"23BOL",2022,"NRC","548","0"
"23BOL",2022,"NRC","581","0"
"23BOL",2022,"NRC","580","0"
"22BP",2022,"NRC","778","0"
"22BP",2022,"SCPA","0782","0"
"22BP",2022,"NRC","2008","0"
"23DAV",2022,"LCPC","3871","0"
"23DAV",2022,"LCPC","3938","0"
"23DAV",2022,"LCPC","3952","0"
"23DAV",2022,"LCPC","3957","0"
"23DAV",2022,"LCPC","3962","0"
"23ROB",2022,"NRC","599","0"
"23ROB",2022,"NRC","587","0"
"23ROB",2022,"NRC","588","0"
"23ROB",2022,"NRC","589","0"
"23ROB",2022,"NRC","590","0"
"23ROB",2022,"NRC","591","0"
"23ROB",2022,"NRC","593","0"
"23ROB",2022,"NRC","594","0"
"23ROB",2022,"NRC","595","0"
"23ROB",2022,"NRC","596","0"
"23ROB",2022,"NRC","597","0"
"23ROB",2022,"NRC","598","0"
"23ROB",2022,"ARPU","534","0"
"23ROB",2022,"ARPU","549","0"
"23ROB",2022,"ARPU","550","0"
"23ROB",2022,"ARPU","535","0"
"23JOH",2022,"SCPA","0088","0"
"23JOH",2022,"SCPA","0089","0"
"23JOH",2022,"SCPA","0091","0"
"23JOH",2022,"SCPA","0090","0"
"23JOH",2022,"SCPA","0092","0"
"23JOH",2022,"SCPA","0093","0"
"23JOH",2022,"SCPA","0094","0"
"23JOH",2022,"SCPA","0095","0"
"23JOH",2022,"SCPA","0096","0"
"23JOH",2022,"SCPA","0097","0"
"23JOH",2022,"SCPA","0098","0"
"23JOH",2022,"SCPA","0099","0"
"23JOH",2022,"SCPA","0100","0"
"23JOH",2022,"NRC","525","0"
"23ROB",2022,"NRC","585d","0"
"22BBB",2022,"NRC","510","0"
"22BBB",2022,"NRC","502","0"
"22BBB",2022,"NRC","505","0"
"22BBB",2022,"NRC","569","0"
"22BBB",2022,"NRC","2156","0"
"23LBR",2022,"NRC","2161","0"
"23LBR",2022,"NRC","549","0"
"23LBR",2022,"NRC","552","0"
"23LBR",2022,"NRC","530","0"
"23LBR",2022,"NRC","567","0"
"23LBR",2022,"QPF","6984","0"
"23LBR",2022,"NRC","2143","0"
"23LBR",2022,"NRC","2136","0"
"23QPF",2021,"GARAH","2108","0"
"23QPF",2021,"GARAH","2119","0"
"23QPF",2021,"GARAH","2123","0"
"23QPF",2021,"NRC","2716","0"
"23QPF",2013,"TRP","1622","0"
"23QPF",2013,"TRP","1637","0"
"23QPF",2013,"TRP","1680","0"
"23QPF",2022,"NRC","2163","0"
"23QPF",2022,"NRC","2164","0"
"23QPF",2022,"NRC","2156","0"
"23QPF",2022,"NRC","577","0"
"23QPF",2022,"NRC","576","0"
"23QPF",2022,"NRC","574","0"
"23QPF",2022,"NRC","571","0"
"23QPF",2022,"NRC","568","0"
"23QPF",2022,"NRC","564","0"
"23QPF",2022,"NRC","557","0"
"23QPF",2022,"NRC","553","0"
"23QPF",2022,"NRC","552","0"
"23QPF",2022,"NRC","544","0"
"23QPF",2022,"NRC","543","0"
"23QPF",2022,"NRC","540","0"
"23QPF",2022,"NRC","538","0"
"23QPF",2022,"NRC","530","0"
"23QPF",2022,"NRC","529","0"
"23QPF",2022,"NRC","534","0"
"23QPF",2022,"NRC","520","0"
"23QPF",2022,"NRC","519","0"
"23QPF",2022,"NRC","502","0"
"23QPF",2021,"TMBA","2495","0"
"23QPF",2021,"NRC","2704","0"
"23QPF",2021,"NRC","2707","0"
"23QPF",2021,"NRC","2720","0"
"23QPF",2021,"NRC","2727","0"
"23QPF",2021,"NRC","3014","0"
"23QPF",2021,"NRC","3044","0"
"23QPF",2021,"NRC","3045","0"
"23QPF",2021,"NRC","3089","0"
"23QPF",2021,"NRC","3117","0"
"23QPF",2022,"NRC","503","0"
"24BP",2023,"NRC","1678","0"
"24BP",2023,"NRC","1675","0"
"24BP",2023,"NRC","837","0"
"24BP",2023,"NRC","1322","0"
"24BP",2023,"NRC","1325","0"
"24BP",2023,"NRC","1519","0"
"24BP",2023,"NRC","1852","0"
"24BP",2023,"NRC","2532","0"
"24BPS",2023,"NRC","1671","0"
"24BPS",2023,"NRC","1675","0"
"24BPS",2023,"NRC","1678","0"
"24BPS",2023,"NRC","1682","0"
"24BPS",2023,"NRC","1669","0"
"24BP",2023,"NRC","1649","0"
"24BP",2023,"NRC","1614","0"
"24BP",2023,"NRC","1615","0"
"24BP",2023,"NRC","1625","0"
"24BP",2023,"NRC","1627","0"
"24WHT",2023,"NRC","1606","0"
"24WHT",2023,"NRC","1612","0"
"24WHT",2023,"NRC","1663","0"
"24WHT",2023,"NRC","1639","0"
"24WHT",2023,"NRC","1635","0"
"24WHT",2023,"NRC","1607","0"
"24WHT",2023,"NRC","1629","0"
"24WHT",2023,"NRC","1601","0"
"24WHT",2023,"NRC","1644","0"
"24WHT",2023,"NRC","1636","0"
"24WHT",2023,"NRC","1679","0"
"24WHT",2023,"NRC","1659","0"
"24WHT",2023,"NRC","1638","0"
"24WHT",2022,"NRC","566","0"
"24WHT",2022,"NRC","585","0"
"24WHT",2021,"GARAH","2119","0"
"24WHT",2021,"NRC","3103","0"
"24WHT",2023,"NRC","1622","0"
"24WHT",2023,"NRC","1610","0"
"24WHT",2023,"NRC","1611","0"
"24WHT",2023,"NRC","1642","0"
"24WHT",2021,"NRC","3044","0"
"24WHT",2023,"NRC","1681","0"
"24WHT",2023,"NRC","1634","0"
"24WHT",2023,"NRC","1676","0"
"24WHT",2023,"NRC","1628","0"
"24WHT",2023,"NRC","1685","0"
"24WHT",2023,"NRC","1674","0"
"24WHT",2023,"NRC","1608","0"
"LOAN",2013,"TOOWOOMBA","0899","0"
"LOAN",2020,"SA","4996","0"
"24STO",2023,"NRC","1671","0"
"24STO",2023,"NRC","1666","0"
"24STO",2023,"NRC","1696","0"
"24STO",2022,"NRC","558","0"
"24STO",2022,"NRC","600","0"
"24STO",2023,"QPF","3741","0"
"LOAN",2020,"HIGHFIELDS","168","0"
"LOAN",2015,"WPF","6500","0"
"24JKT",2024,"NRC","901","0"
"24JKT",2024,"NRC","902","0"
"24JKT",2023,"SUNSHINECOAS","1473","0"
"25BPQ",2024,"NRC","919","0"
"25BPQ",2024,"NRC","921","0"
"25BPQ",2024,"NRC","920","0"
"25BPQ",2024,"NRC","923","0"
"25BPQ",2024,"QPF","7605","0"
"25BPQ",2024,"NRC","916","0"
"25BPQ",2024,"NRC","903","0"
"25JKQ",2024,"NRC","920","0"
"25JKQ",2024,"NRC","922","0"
"25JKQ",2024,"NRC","927","0"
"25JKQ",2024,"NRC","913","0"
"25JKQ",2024,"QPF","7602","0"
"25JKQ",2024,"QPF","7604","0"
"25JKQ",2024,"NRC","926","0"
"25JKQ",2024,"NRC","914","0"
"25JKQ",2024,"NRC","909","0"
"25JKQ",2024,"NRC","915","0"
"25JKQ",2024,"NRC","911","0"
"25JKQ",2024,"QPF","7603","0"
"25T50",2024,"NRC","2368","0"
"25T50",2024,"NRC","2367","0"
"25T50",2024,"NRC","2371","0"
"25T50",2024,"NRC","2363","0"
"25T50",2024,"NRC","2365","0"
"25T50",2024,"QPF","7609","0"
"25T50",2024,"QPF","7627","0"
"25T50",2024,"QPF","7606","0"
"25T50",2024,"QPF","7619","0"
"25T50",2024,"QPF","7625","0"
"25T50",2024,"QPF","7622","0"
"25T50",2024,"QPF","7623","0"
"25KEE",2024,"NRC","2325","0"
"25KEE",2023,"NRC","1656","0"
"25KEE",2024,"QPF","7620","0"
"25KEE",2024,"NRC","2645","0"
"25KEE",2024,"QPF","7603","0"
"25KEE",2022,"NRC","600","0"
"25KEE",2024,"NRC","2631","0"
"25KEE",2023,"SUNSHINECOAS","1480","0"
"25KEE",2024,"NRC","918","0"
"25KEE",2024,"NRC","2389","0"
"25KEE",2024,"NRC","2386","0"
"25KEE",2024,"NRC","2385","0"
"25KEE",2024,"NRC","2376","0"
"25KEE",2023,"NRC","1652","0"
"25KEE",2021,"NRC","3105","0"
"25KEE",2020,"SCPA","1300","0"
"25AC",2018,"NRC","2586","0"
"25AC",2024,"NRC","933","0"
"25AC",2020,"NRC","2486","0"
"25AC",2012,"NRC","3103",""
"25AC",2018,"NRC","2393","0"
"25AC",2024,"QPF","7628","0"
"25AC",2024,"QPF","7624","0"
"25AC",2021,"NRC","3117","0"
"25AC",2021,"NRC","3106","0"
"25AC",2016,"SAMDPR","183","0"
"25AC",2021,"NRC","3058","0"
"25AC",2017,"CTN","1662","0"
"25AC",2023,"NRC","1666","0"
"25AC",2019,"NRC","2390","0"
"25AC",2015,"QPF","7088","0"
"25AC",2019,"GRPA","661","0"
"25AC",2024,"NRC","7616","0"
"25AC",2020,"NRC","2460","0"
"25AC",2024,"NRC","2380","0"
"25AC",2024,"NRC","2379","0"
"25AC",2022,"QPF","6999","0"
"25AC",2024,"NRC","2381","0"
"25AC",2015,"QPF","7050","0"
"25AC",2020,"NRC","2468","0"
"25AC",2024,"NRC","931","0"
"25AC",2024,"NRC","2344","0"
"25AC",2020,"NRC","835","0"
"25AC",2023,"NRC","2712","0"
"25AC",2023,"NRC","1322","0"
"25AC",2023,"NRC","1660","0"
"25AC",2017,"NRC","39","0"
"25AC",2024,"NRC","2370","0"
"25AC",2024,"NRC","2640","0"
"25AC",2023,"NRC","1645","0"
"25AC",2023,"NRC","2703","0"
"25KEE",2023,"NRC","1666","0"
"25KEE",2021,"NRC","3103","0"
"25KEE",2021,"NRC","3117","0"
"25AH",2021,"NRC","2737","0"
"25AH",2021,"NRC","3019","0"
"25AH",2020,"NRC","864","0"
"25AH",2024,"NRC","2347","0"
"25AH",2024,"NRC","917","0"
"25AH",2023,"NRC","2714","0"
"25AH",2023,"NRC","1629","0"
"25AH",2018,"AUSN","6886","0"
"25AH",2023,"NRC","2532","0"
"25AH",2024,"NRC","2647","0"
"25AH",2014,"QPF","3352","0"
"25AH",2024,"NRC","2345","0"
"25AH",2024,"NRC","2632","0"
"25AH",2024,"NRC","2641","0"
"25AH",2023,"NRC","1650","0"
"25AH",2020,"NRC","2490","0"
"25AH",2023,"NRC","2722","0"
"25AH",2024,"NRC","2373","0"
"25AH",2024,"NRC","2382","0"
"25AH",2020,"NRC","2438","0"
"25AH",2024,"NRC","2633","0"
"25AH",2020,"NRC","2439","0"
"25AH",2023,"NRC","1690","0"
"25AH",2024,"NRC","2643","0"
"25AH",2016,"QPF","10933","0"
"25AH",2024,"NRC","2650","0"
"25AH",2020,"NRC","889","0"
"25AH",2023,"NRC","2725","0"
"25AH",2017,"GRPA","229","0"
"25AH",2022,"NRC","839","0"
"25AH",2024,"NRC","905","0"
"25AH",2014,"QPF","3310","0"
"25AH",2021,"NRC","3077","0"
"25AH",2020,"NRC","861","0"
"25AH",2017,"NRC","64","0"
"25AH",2015,"QPF","8966","0"
"25AH",2023,"NRC","1676","0"
"25AH",2017,"NRC","1731","0"
"25AH",2023,"NRC","1639","0"
"25AH",2016,"NRC","3726","0"
"25AH",2016,"QPF","10955","0"
"25AH",2024,"NRC","934","0"
"25AH",2013,"TRP","1651","0"
"25AH",2019,"NRC","1284","0"
"25AH",2024,"NRC","2637","0"
"25AH",2018,"NRC","1811","0"
"25AH",2017,"NRC","11","0"
"25TJ",2024,"NRC","2383","0"
"25TJ",2016,"NRC","3750","0"
"25TJ",2024,"NRC","2351","0"
"25TJ",2024,"NRC","2360","0"
"25TJ",2024,"NRC","2639","0"
"25TJ",2024,"NRC","2339","0"
"25TJ",2024,"NRC","2341","0"
"25TJ",2024,"NRC","925","0"
"25TJ",2024,"NRC","2359","0"
"25TJ",2024,"NRC","2355","0"
"25TJ",2024,"NRC","2354","0"
"25TJ",2024,"NRC","2346","0"
"25TJ",2024,"NRC","2349","0"
"25TJ",2024,"NRC","2356","0"
"25TJ",2024,"NRC","2353","0"
"25TA",2024,"NRC","2357","0"
"25TA",2024,"NRC","2374","0"
"25TA",2023,"NRC","1632","0"
"25TA",2024,"NRC","2352","0"
"25TA",2024,"NRC","2384","0"
"25TA",2024,"NRC","2340","0"
"25TA",2024,"NRC","2343","0"
"25TA",2018,"NRC","2838","0"
"25TA",2024,"NRC","2636","0"
"25TA",2024,"NRC","2387","0"
"25TA",2024,"NRC","2342","0"
"25TA",2016,"NRC","3748","0"
"25TA",2024,"NRC","2378","0"
"25TA",2021,"NRC","2733","0"
"25TA",2024,"NRC","2646","0"
"25TA",2024,"NRC","2649","0"
"25TA",2024,"NRC","2372","0"
"25TJ",2018,"NRC","2833","0"
"25TJ",2024,"NRC","2350","0"
"25AC",2019,"NRC","1209","0"
"25AC",2021,"NRC","3103","0"
"26LAS",2024,"NRC","2374","0"
"26LAS",2024,"NRC","2358","0"
"26LAS",2024,"NRC","2632","0"
"26LAS",2018,"NRC","2598","0"
"26LAS",2025,"UNRUNG","0000","0"
"26LAS",2025,"UNRUNG","0002","0"
