"yr","mark","ringno","birdname","bredby","bredfor","bloodline","dob","codesex","codecolour","codeeye","codecage","racelast","RaceLastDte","BredLastDte","indracelast","indstock","indrace","indsoh","indref","indbpa","indbpb","indsp1","indsp2","indstatus","indbredforstock","status","notes","sireyr","siremark","sireringno","damyr","dammark","damringno","notespedg","codes","dob_li","AqDate","AqValue","AqStatus","DisDate","DisValue","dDOB","DisStatus","codebline","Rating","RatingPerf","RatingBloodLine","RatingCustom","RatingBreeder","indDNACert","indBredSnglPen","indPedgOnly","indBF","indBFCol","indTF","indThroat","indBredSglPen","indImport","Seq","Cat","LotNo","SeqRef","SeqSale"
2016,"NRC","851","","Kieran Malone","","","","U","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","189 was laid close by could be out of her?",2010,"QPF","06770",2009,"DDRPA","100","","",42720,"",0,"","",0,"16/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","852","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2014,"NJ","1318",2009,"AUST","5105","","",42720,"",0,"","",0,"16/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","853","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","Double run 854 by accident",2014,"NJ","1318",2009,"AUST","5105","","",42720,"",0,"","",0,"16/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","855","","Kieran Malone","","","","C","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2015,"QPF","7002",2013,"SAMDPR","182","","",42720,"",0,"","",0,"16/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","850","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2012,"HIGHFIELDS","0920",2012,"HIGHFIELDS","0879","","",42720,"",0,"","",0,"16/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","856","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2015,"WPF","10128",2011,"GCPC","1279","","",42721,"",0,"","",0,"17/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","857","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2015,"WPF","10128",2011,"GCPC","1279","","",42721,"",0,"","",0,"17/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","860","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2015,"QPF","7050",2015,"SA","29349","","",42726,"",0,"","",0,"22/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","861","","Kieran Malone","","","","C","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2015,"QPF","7050",2015,"SA","29349","","",42726,"",0,"","",0,"22/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","862","","Kieran Malone","","","","H","PC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2011,"APFA","9146",2011,"BELG","6158626","","",42726,"",0,"","",0,"22/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","863","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2011,"APFA","9146",2011,"BELG","6158626","","",42726,"",0,"","",0,"22/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","865","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2014,"QPF","3385",2015,"QPF","7092","","",42730,"",0,"","",0,"26/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","864","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2014,"QPF","3385",2015,"QPF","7092","","",42730,"",0,"","",0,"26/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","866","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2015,"QPF","7088",2011,"APFA","9138","","",42730,"",0,"","",0,"26/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","867","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2015,"QPF","7088",2011,"APFA","9138","","",42730,"",0,"","",0,"26/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","868","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2014,"TJ","1158",2014,"GRPA","1065","","",42730,"",0,"","",0,"26/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","869","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2014,"TJ","1158",2014,"GRPA","1065","","",42730,"",0,"","",0,"26/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","870","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2013,"SA","14806",2011,"GB R","05624","","",42738,"",0,"","",0,"3/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","873","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2011,"GB N","58719",2015,"QPF","8984","","",42738,"",0,"","",0,"3/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","874","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2011,"GB N","58719",2015,"QPF","8984","","",42738,"",0,"","",0,"3/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","875","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2012,"SA","33120",2013,"TRP","1603","","",42738,"",0,"","",0,"3/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","876","","Kieran Malone","","","","C","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2012,"SA","33120",2013,"TRP","1603","","",42738,"",0,"","",0,"3/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","877","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2012,"QPF","8934",2012,"GRPA","1776","","",42738,"",0,"","",0,"3/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","878","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","1/2 brother 1st Section by 30 mins and placed 3rd Fed Gladstone. Great performance blood in the bloodline. Lots performance in Dams side.",2012,"QPF","8934",2012,"GRPA","1776","","",42738,"",0,"","",0,"3/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","871","","Kieran Malone","","","","C","PBB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2013,"LM","6171",2014,"QPF","3322","","",42738,"",0,"","",0,"3/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","872","","Kieran Malone","","","","C","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2013,"LM","6171",2014,"QPF","3322","","",42738,"",0,"","",0,"3/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"QPF","10995D","","Kieran Malone","","","","C","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2015,"TRP","0698",2009,"DDRPA","101","","",42698,"",0,"","",0,"24/11/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","854D","","Kieran Malone","","","","U","S","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","Double run 854 by accident",2014,"NJ","1318",2009,"AUST","5105","","",42720,"",0,"","",0,"16/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","845D","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2013,"LM","6171",2014,"QPF","3322","","",42716,"",0,"","",0,"12/12/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","845","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2011,"APFA","9109",2012,"HIGHFIELDS","0900","","",42745,"",0,"","",0,"10/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","879","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2011,"GCPC","1257",2011,"GB N","58767","","",42740,"",0,"","",0,"5/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","858","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2013,"KPS","622",2015,"AUST","2490","","",42745,"",0,"","",0,"10/01/2017","","KM",,,,,,"False","False","False","","","","","","",,,,,
2016,"TRP","1419","","Chris Morley","","","","H","BB","NA","NA","","","","False","True","True","False","False","False","False","False","False","False","False","","SIRE 2084 was multiple Fed CB for Tony Williams incl CB Noccowla 950 klms. DAM is full sister to 2nd Fed TDPF Bowen (1000klms) and 1st Fed Bourke.",2007,"TRP","2084",2013,"TRP","1426","","",42716,"",0,"","",0,"12/12/2016","","MO",,,,,,"False","False","False","","","","","","",,,,,
2016,"TRP","1398","OFF PRODUCERS","Chris Morley","","","","U","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2007,"TRP","1339",2007,"TRP","2047","","",42716,"",0,"","",0,"12/12/2016","","MO",,,,,,"False","False","False","","","","","","",,,,,
2016,"TRP","1418","Son PROD PAIR","Chris Morley","","","","C","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","Bred for me for stock out of Chris Morleys 'PRODUCER PAIR'. Flew most race points West to Quilpie with NRC (Break year with the Rota). Flew all points North to Marlborough 560 Klms with QPF in 2018. Was preparing her for the long ones but she dropped last flight so pulled up. Honest Race Tested Hen with impeccable distance performances in Bloodline.",2007,"TRP","1339",2007,"TRP","2047","","",42716,"",0,"","",0,"12/12/2016","","MO",,,,,,"False","False","False","","","","","","",,,,,
2016,"TRP","1420","","Chris Morley","","","","U","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","SIRE 2084 was multiple Fed CB for Tony Williams incl CB Noccowla 950 klms. DAM is full sister to 2nd Fed TDPF Bowen (1000klms) and 1st Fed Bourke.",2007,"TRP","2084",2013,"TRP","1426","","",42716,"",0,"","",0,"12/12/2016","","MO",,,,,,"False","False","False","","","","","","",,,,,
2012,"TRP","2387","","Chris Morley","","","","U","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","Sire 356 had produced 2nd FED NRC Bowen 789 mpm, 2nd FED Turkey Beach and 1st FED TDPF Bourke 1523 mpm. DAM is a RUTZ import from Seasue Stud South Australia.",2009,"TRP","0356",2014,"SA","17641","","",41061,"",0,"","",0,"1/06/2012","","NA",,,,,,"False","False","False","","","","","","",,,,,
2012,"TRP","2386","","Chris Morley","","","","U","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","SIRE won 1st Club TRP Moree. SIRE produced 5th FED TDPF Noccatunga (1000klms) and 12th FED TDPF Willcania (1000 klms). DAM is bred by Kevin Clegg off Reference B 529 at Cleggs sale.",2010,"TRP","1184",2009,"QPF","4924","","",42716,"",0,"","",0,"12/12/2016","","MO",,,,,,"False","False","False","","","","","","",,,,,
2012,"TRP","2385","","Chris Morley","","","","U","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","Sire 356 had produced 2nd FED NRC Bowen 789 mpm, 2nd FED Turkey Beach and 1st FED TDPF Bourke 1523 mpm. DAM is a RUTZ import from Seasue Stud South Australia.",2009,"TRP","0356",2014,"SA","17641","","",42716,"",0,"","",0,"12/12/2016","","MO",,,,,,"False","False","False","","","","","","",,,,,
2008,"BELG","6049278","","","","","","H","BB","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","",1999,"BELG","6063949",2005,"BELG","6045501","","",39600,"",0,"","",0,"1/06/2008","","HL",,,,,,"False","False","False","","","","","","",,,,,
1999,"BELG","6063949","","","","","","C","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","",1998,"BELG","6110722",1998,"BELG","6123074","","",36312,"",0,"","",0,"1/06/1999","","HL",,,,,,"False","False","False","","","","","","",,,,,
2005,"BELG","6045501","","","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","",2003,"BELG","6190609",1998,"BELG","6123052","","",38504,"",0,"","",0,"1/06/2005","","HL",,,,,,"False","False","False","","","","","","",,,,,
2011,"SA","14409","","","","","","H","BB","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","",2009,"NL","1836053",2008,"BELG","6049278","","",40695,"",0,"","",0,"1/06/2011","","HL",,,,,,"False","False","False","","","","","","",,,,,
1998,"BELG","6123074","","","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Sire is BLAUWE AS and Dam is the CRACKDUIVIN",1992,"BELG","6617835",1995,"BELG","6582510","","",35947,"",0,"","",0,"1/06/1998","","NA",,,,,,"False","False","False","","","","","","",,,,,
2009,"NL","1837467","","","","","","H","BB","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","HEREMANS - CEUSTERS. MAL COULSTON MV Lofts purchased bird from Greg Hamilton. Sold at MV Lofts sale for $5000. Sire is HORUS a brother to the EURO and the Dam is the BLAUW WITPEN a daughter of LICHTEBLAUWE which in turn is off a son of the world famous OLYMPIADE of Gust Jansen/Leo Hereman.",2006,"BELG","6149969",2008,"NL","1101261","","",39965,"",0,"","",0,"1/06/2009","","HL",,,,,,"False","False","False","","","","","","",,,,,
2006,"BELG","6149969","HORUS","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Brother of champion EURO",2000,"BELG","6549276",2000,"BELG","6141430","","",38869,"",0,"","",0,"1/06/2006","","HL",,,,,,"False","False","False","","","","","","",,,,,
2010,"AUST","19212","","","","","","C","BB","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","SIRE is a direct imported son of the famous EURO which sold at MV Lofts sale for $11000. DAM is a direct import which sold at MV Lofts sale for $5000",2009,"NL","1836053",2009,"NL","1837467","","",40330,"",0,"","",0,"1/06/2010","","HL",,,,,,"False","False","False","","","","","","",,,,,
2008,"NL","1101261","BLAUW WITPEN","","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","",2004,"BELG","6073916",2007,"BELG","6367808","","",39600,"",0,"","",0,"1/06/2008","","HL",,,,,,"False","False","False","","","","","","",,,,,
2016,"QPF","10984D","","Kieran Malone","","","","H","M","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2010,"QPF","06769",2010,"SRPF","3754","","",42682,"",0,"","",0,"8/11/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"QPF","10984","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","Brother to 854 just run out of rings.",2015,"QPF","8979",2013,"TRP","1651","","",42522,"",0,"","",0,"1/06/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2008,"TRP","0381","","","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Dordin x Knoblauch Harrison",,"","",,"","","","",39600,"",0,"","",0,"1/06/2008","","NA",,,,,,"False","False","False","","","","","","",,,,,
2013,"TRP","1426","","Chris Morley","","","","H","BC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Full sister to 2nd FED TDPF Bowen 1000 klms and 1st FED TDPF Bourke. Richard bred Chris M bird off Bowen hen, that bird was CB Broken Hill 2016.",2009,"TRP","0356",2010,"TRP","0396","","",41426,"",0,"","",0,"1/06/2013","","NA",,,,,,"False","False","False","","","","","","",,,,,
2010,"TRP","1184","","Chris Morley","","","","C","BB","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Won 1st Club Moree. Produced 5th FED TDPF NOCKATUNGA 1000 klms and 12th FED TDPF WILCANIA 1000 klms",2007,"TRP","1339",2007,"TRP","2047","","",40330,"",0,"","",0,"1/06/2010","","MO",,,,,,"False","False","False","","","","","","",,,,,
2009,"QPF","4924","CLEGG","Kevin Clegg","","","","H","PBB","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","SIRE was Ref B at K Clegg sale a top stock cock that sired 4th FED QPF Noccundra (1060klms) and 3rd FED QPF Windorah 1060klms. The 4th FED Noccundra FED hen bred 1st FED QPF Charleville. DAM was a Kevin Clegg hen a granddaughter of the 3rd Fed Townsville hen.",2002,"QPF","529",2002,"QPF","1876","","",39965,"",0,"","",0,"1/06/2009","","OBB",,,,,,"False","False","False","","","","","","",,,,,
2002,"QPF","1876","Dau 3rd FED Town","Kevin Clegg","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","1876 was bred by Kevin Clegg and is a daughter of the 3rd Townsville hen.",1996,"QPF","1025",1991,"QPF","4684","","",37408,"",0,"","",0,"1/06/2002","","OBB",,,,,,"False","False","False","","","","","","",,,,,
1991,"QPF","4684","3rd FED TVILLE","Kevin Clegg","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Won 3rd FED QPF Townsville 1060 klms for Kevin Clegg. Bloodline Watson Pieds x Balf. SIRE was 1033 and DAM was 16043. 4684 bred 6th FED QPF Bowen 970 klms, 20th FED Mackay 820 klms, 1st Club Bega 1100 klms, 1st Club Gladstone, Marlborough etc...",,"","1033",,"","16043","","",33390,"",0,"","",0,"1/06/1991","","OBB",,,,,,"False","False","False","","","","","","",,,,,
2002,"QPF","529","Ref B Clegg SALE","Kevin Clegg","","","","C","PC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","529 by 2247 QPF 95 BBC x 226 QPF 99 BCPH (4th Sect Gladstone & 8th Sect Marlborough) 2247 Byrock winner by 6714 x old ‘58 Old ’58 bred down from the old Randall/Balfe pigeons 226 by 1060 QPF 96 x 1619 QPF 97 (11th Fed Windorah) 1060 by 6714 x 11884 11884 (3rd Fed Marlborough) by 6714 x 387 6714 by 10036 x 10004 inbred down from the old Randall/O’Toole pigeons ",1995,"QPF","2247",1999,"QPF","226","","",37408,"",0,"","",0,"1/06/2002","","OBB",,,,,,"False","False","False","","","","","","",,,,,
1996,"QPF","4684","3rd FED TVILLE","Kevin Clegg","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","4684 was placed 3rd FED QPF Townsville 1060klms for Kevin Clegg",,"","",,"","","","",35217,"",0,"","",0,"1/06/1996","","OBB",,,,,,"False","False","False","","","","","","",,,,,
1995,"QPF","2247","BYROCK WINNER","Kevin Clegg","","","","C","BB","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Byrock Winner. Old ’58 bred down from the old Randall/Balfe pigeons ",,"","6714",,"","old 58","","",34851,"",0,"","",0,"1/06/1995","","OBB",,,,,,"False","False","False","","","","","","",,,,,
1999,"QPF","226","","Kevin Clegg","","","","H","PC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Won 4th Sect Gladstone & 8th Sect Marlborough. Dam 1619 was 11th FED QPF Windorah.",1996,"QPF","1060",1997,"QPF","1619","","",36312,"",0,"","",0,"1/06/1999","","OBB",,,,,,"False","False","False","","","","","","",,,,,
1996,"QPF","1025","","Kevin Clegg","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","1025 Clock bird Mackay 820 klm. SIRE 6775 sired 2nd FED QPF Batemans Bay. Brother 6774 sired 2nd FED Townsville",1986,"QPF","6775",1989,"QPF","469","","",35217,"",0,"","",0,"1/06/1996","","OBB",,,,,,"False","False","False","","","","","","",,,,,
2014,"SA","17641","","Seasue Stud","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","RUTZ & SONS Bloodline bred from imports by Seasue Stud SA. Linebred to IVO & ELECTRA and Barcelona winning lines of Rutz & Sons.",2013,"GB","11315",2012,"GB","00424","","",41791,"",0,"","",0,"1/06/2014","","NA",,,,,,"False","False","False","","","","","","",,,,,
2013,"GB","11315","RED BARCELONA","Mark Gilbert","","","","C","RC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Imported by Seasue Stud. RED BARCELONA lines",2010,"DV","756",2008,"DV","789","","",41426,"",0,"","",0,"1/06/2013","","RUT",,,,,,"False","False","False","","","","","","",,,,,
2012,"GB","00424","","Mark Gilbert","","","","H","BC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Imported Rutz & Sons hen. Sire was Bred by Rutz & sons 1st Nat. Ace pigeon Germany 2008. Son of 2nd Nat. Barcelona 2010 son of 4th Nat. Barcelona 2008. Dam was 534 bred by Rutz & Sons and a full sister to 1st German National Barcelona 2008.",2010,"DV","777",2009,"DV","534","","",41061,"",0,"","",0,"1/06/2012","","RUT",,,,,,"False","False","False","","","","","","",,,,,
2010,"DV","756","SON of BELOKJE","Rutz & Sons","","","","C","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","SIRE is BELOKJE winner of 9th NATIONAL Pau, 16th NATIONAL Dax and 24th INTERNATIONAL PAU.",1998,"DV","2011",2009,"DV","565","","",40330,"",0,"","",0,"1/06/2010","","NA",,,,,,"False","False","False","","","","","","",,,,,
2008,"DV","784","DAUG 1st NAT","Rutz & Sons","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Daughter of 1st NATIONAL, 18th INTERNATIONAL Barcelona",,"","",,"","","","",39600,"",0,"","",0,"1/06/2008","","NA",,,,,,"False","False","False","","","","","","",,,,,
2010,"DV","777","SON 1st NAT ACE","Rutz & Sons","","","","C","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","1st NATIONAL ACE Pigeon Germany 2008. Son of 2nd NATIONAL and 4th NATIONAL BARCELONA",2007,"DV","5",2006,"DV","946","","",40330,"",0,"","",0,"1/06/2010","","RUT",,,,,,"False","False","False","","","","","","",,,,,
2009,"DV","534","","Rutz & Sons","","","","H","NA","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","Full Sister to 1st German NATIONAL Barcelona 2008",2003,"DV","991",2000,"NL","2300446","","",39965,"",0,"","",0,"1/06/2009","","RUT",,,,,,"False","False","False","","","","","","",,,,,
2016,"QPF","10948D","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","",,"","",2011,"GB N","58767","","",42629,"",0,"","",0,"16/09/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"QPF","10948","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2014,"SA","21518",2011,"GB N","58730","","",42753,"",0,"","",0,"18/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"QPF","10988D","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","SIRE Original Seasue Lofts bred from import 141 a full brother to 1371 winner of 1st National NFC  Saintes France 2011 4128b for Mark Gilbert. 1371 sire of 3rd Derby Arona OLR (=1st) also 1st BBO UK Fed 2400 birds. Also hen same family is dam of 1st British Barci clun Messac.France 2015 255 miles. 6171 instantly produced 33rd SAHPA SDC Stirling Nth 270 km 2015. His dam is W March's No 1 Koopman hen dam over 7x 1stt FED. DAM 1603 top racer for me fastest in Fed in sprints, sister 1st Sec ROMA, sister 3rd QLD1000 OLR, Aunt 3rd QLD 1000 OLR + many more. (Only 1 hatched egg broken) NB Sires purchased Tim Fawcett June2016.",2013,"LM","6171",2013,"TRP","1603","","",42690,"",0,"","",0,"16/11/2016","","SP",,,,,,"False","False","False","","","","","","",,,,,
2016,"QPF","10988","","Kieran Malone","","","","H","PM","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2010,"QPF","06769",2010,"SRPF","3754","","",42753,"",0,"","",0,"18/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"QPF","10995","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2013,"TOOWOOMBA","0899",2013,"CHBR","3537","","",42753,"",0,"","",0,"18/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","854","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","Late Bred Brother to 10984 (run out of consecutive rings)",2015,"QPF","8979",2013,"TRP","1651","","",42753,"",0,"","",0,"18/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"QPF","10996D","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","False","False","False","False","False","False","False","False","False","","",2015,"TRP","0698",2009,"DDRPA","101","","",42698,"",0,"","",0,"24/11/2016","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"QPF","10996","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2014,"SA","21518",2011,"GB N","58730","","",42753,"",0,"","",0,"18/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","3729","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2015,"QPF","7002",2013,"SAMDPR","182","","",42755,"",0,"","",0,"20/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","3728","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2015,"QPF","7002",2013,"SAMDPR","182","","",42755,"",0,"","",0,"20/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","3727","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2011,"APFA","07681",2015,"AUST","2067","","",42755,"",0,"","",0,"20/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","3726","","Kieran Malone","","","","H","BCWF","NA","NA","","","","False","True","False","True","False","False","False","False","False","False","False","","3726 consistent hen CB several times on North incl. Maryborough, Miriamvale & Malborough. Had her set for Mackay but NRC cancelled race due to tough series. 3726 is 1/2 Sister to 3rd bird South Africa Million Dollar race. Flown 2017, 2018 & 2019 before put to stock. These Van De Rhees are down from Pat Murphys Van De Rhee imports from Kevin Hurst in the UK which have produced countless winners. DAM is Daug BLONDIE 1089 Jan & Kevins Pearsons No 1 stock hen and dam top spot DERBY CORDOBA OLR 330 klms in Spain on 3/10/2014 and Team Championship.1089 is also Grandmother to winner Lakes Entrance 580 klms.",2011,"APFA","07681",2015,"AUST","2067","","",42755,"",0,"","",0,"20/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","3730","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2013,"AUST","15807",2013,"TRP","1699","","",42765,"",0,"","",0,"30/01/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
2016,"NRC","3731","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2016,"SAMDPR","188",2014,"TRP","659","","",42767,"",0,"","",0,"1/02/2017","","NA",,,,,,"False","False","False","","","","","","",,,,,
